strain,mean_stress_MPa,std_stress_MPa,n
0.0,0.0002586820361464138,0.0005970456258846161,3
0.0011744263748294714,7.87831715021891e-05,0.00025289240191972407,3
0.002348852749658943,-0.00010111569314203563,0.00010201791310256288,3
0.003523279124488414,-9.948352554523105e-05,0.00016881823465150723,3
0.004697705499317886,-8.777974029694961e-05,0.0004289281238368947,3
0.005872131874147357,-3.844304293552101e-05,0.00043613559478000426,3
0.007046558248976828,4.041717092886319e-05,0.00027776396676780344,3
0.008220984623806299,7.48757028626193e-05,0.0002135753956146856,3
0.009395410998635771,-7.165228700930789e-05,0.0001335889258723254,3
0.010569837373465243,-0.00021818027688123506,0.0002977584258255213,3
0.011744263748294714,-4.579338032919834e-05,0.0003418701466906971,3
0.012918690123124184,0.00020847038054189966,0.0008161924270802736,3
0.014093116497953657,0.0003489341129552568,0.0009657507604069393,3
0.015267542872783129,0.00033841738328211035,0.0006489093970763226,3
0.016441969247612598,0.00032181335643461994,0.0004819899487213233,3
0.01761639562244207,0.00019260242544677205,0.00044992695412668707,3
0.018790821997271542,6.339149445892414e-05,0.00042364595698184685,3
0.019965248372101015,-9.588931422073429e-05,0.000177828775036811,3
0.021139674746930487,-0.00026770797259122387,0.00028280726984898153,3
0.022314101121759956,-0.00031895315230891317,0.0004630864486373572,3
0.023488527496589428,-0.00011937578218333487,0.00027641758284636215,3
0.0246629538714189,8.020158794224346e-05,0.00033308988041260676,3
0.02583738024624837,0.00013017139505974606,0.0002885935922945701,3
0.02701180662107784,0.0001608259265613181,0.00040653047791298826,3
0.028186232995907314,0.0002451467471468052,0.00044250902567997795,3
0.029360659370736786,0.00037039310350275574,0.00042994038902291075,3
0.030535085745566258,0.00041716594943019,0.000520176491758154,3
0.03170951212039573,0.0001317785758959435,0.0006603941026907209,3
0.032883938495225196,-0.00015360879763830129,0.0008176080009017171,3
0.03405836487005467,-0.00020267934101497894,0.0005377711911271296,3
0.03523279124488414,-0.00018975859097048448,0.00023996246166756635,3
0.03640721761971361,-0.0002052835971633983,0.00032671690626525214,3
0.037581643994543085,-0.0002585846697372483,0.00042578334598203393,3
0.03875607036937256,-0.0003055164639155857,0.0005122549852921936,3
0.03993049674420203,-0.00031131323071160403,0.00046557906079655506,3
0.0411049231190315,-0.0003171099975076223,0.0005036995793138393,3
0.042279349493860974,-0.00028551517001146066,0.0003092885779401919,3
0.04345377586869044,-0.0002412943721507427,4.812874900169412e-05,3
0.04462820224351991,-0.0002049984433812055,0.00025597653703774494,3
0.045802628618349384,-0.00018643039070646392,0.0003586770308026461,3
0.046977054993178856,-0.00016786233803172236,0.0004754663653819471,3
0.04815148136800833,0.0001990961109118939,0.0004131492302699927,3
0.0493259077428378,0.0005920063683830513,0.00046074814847981023,3
0.05050033411766727,0.0006768867176942004,0.0003268094490775587,3
0.05167476049249674,0.0005206299771912088,4.047533123044558e-05,3
0.05284918686732621,0.00036772353314913625,0.0002843506278471968,3
0.05402361324215568,0.0002466420736460442,0.00026146280097524475,3
0.055198039616985155,0.00012556061414295224,0.00024988709836754064,3
0.05637246599181463,0.0001243979921035242,0.00023316193477583043,3
0.0575468923666441,0.0001553971468830933,0.0007338423146988869,3
0.05872131874147357,7.966234549874544e-05,0.0009018370136746726,3
0.059895745116303044,-0.00013570545133304303,0.0006208980568745344,3
0.061070171491132516,-0.00032731486955976446,0.00035338078627262425,3
0.06224459786596198,-0.00018826117652801834,0.0003053245129457933,3
0.06341902424079146,-4.920748349627056e-05,0.0002839218955867598,3
0.06459345061562093,5.272067382426984e-05,0.0002691651490227724,3
0.06576787699045039,0.00013933639608637745,0.00024888676802102354,3
0.06694230336527987,0.00029293274937866137,0.00022708299585187872,3
0.06811672974010934,0.0005917357218922774,0.0003279220820107945,3
0.06929115611493881,0.000890538694405897,0.0005108904447723077,3
0.07046558248976828,0.0009070926073755026,0.000530405369214863,3
0.07164000886459776,0.0009079350507707652,0.0006390113037046198,3
0.07281443523942722,0.0011231725323201875,0.0008165866540109884,3
0.0739888616142567,0.001488300290396767,0.0010154331984096364,3
0.07516328798908617,0.001928743122239056,0.0010914103146902603,3
0.07633771436391563,0.00263110696005131,0.0007183026823157645,3
0.07751214073874511,0.003333470797863572,0.0004187764462844199,3
0.07868656711357458,0.003819397661943129,0.000418250777202154,3
0.07986099348840406,0.004263349589687944,0.0006213000517845422,3
0.08103541986323352,0.004890414553068777,0.0007200120576160813,3
0.082209846238063,0.00573219669438442,0.0006490567693184749,3
0.08338427261289247,0.006540672782592655,0.0005997355128121635,3
0.08455869898772195,0.007030234691185966,0.0005469197517948463,3
0.08573312536255141,0.00751979659977927,0.000495434233280759,3
0.08690755173738088,0.00849452878414305,0.00047004659376447086,3
0.08808197811221036,0.009659325008884058,0.0004620806087642496,3
0.08925640448703982,0.010467455280101718,0.000508237959482422,3
0.0904308308618693,0.010596823510909896,0.0007070283066318576,3
0.09160525723669877,0.010726191741718077,0.0009199876011709246,3
0.09277968361152825,0.011568284791266606,0.0008356081463610531,3
0.09395410998635771,0.012432546515217427,0.0007430135522333509,3
0.09512853636118718,0.013070144935635852,0.0007149646836528266,3
0.09630296273601666,0.013551315064382221,0.0007385317838471736,3
0.09747738911084612,0.01407060473052601,0.0007611401352436145,3
0.0986518154856756,0.014719265039139623,0.0007226115637587253,3
0.09982624186050507,0.015367925347753221,0.0006841052664420188,3
0.10100066823533455,0.015983927500337936,0.0006073822958494072,3
0.10217509461016401,0.01659474937835639,0.000556498297653934,3
0.10334952098499348,0.01727821900235121,0.0005130613667276223,3
0.10452394735982296,0.01803703229527209,0.0004454328126332253,3
0.10569837373465242,0.018765393603346586,0.00037231817416939213,3
0.1068728001094819,0.019275531582065106,0.0002658893196755332,3
