CycleCount,AxialDisplacement_mm,AxialForce_N,strain,stress_MPa,stress_MPa_mag
5,0.0021040439150965,-2.66671133041382,-3.506739858494167e-05,-0.0007407531473371722,0.0007407531473371722
5,0.0083386894402792,-7.42836856842041,-0.00013897815733798666,-0.002063435713450114,0.002063435713450114
5,-0.145584344863892,5.01407766342163,0.0024264057477315333,0.0013927993509504528,-0.0013927993509504528
5,-0.312995922286063,-1.12544226646423,0.005216598704767717,-0.0003126228517956195,0.0003126228517956195
5,-0.480407470604405,-1.71629071235657,0.008006791176740084,-0.00047674742009904726,0.00047674742009904726
5,-0.649303197860718,-3.86029434204102,0.0108217199643453,-0.0010723039839002834,0.0010723039839002834
5,-0.814485538285226,-6.21339416503906,0.013574758971420433,-0.001725942823621961,0.001725942823621961
5,-0.983202480711043,-4.39995193481445,0.016386708011850718,-0.0012222088707817915,0.0012222088707817915
5,-1.14934449084103,-1.24801003932953,0.019155741514017166,-0.00034666945536931384,0.00034666945536931384
5,-1.31767988204956,0.414790689945221,0.02196133136749267,0.00011521963609589472,-0.00011521963609589472
5,-1.48391723632813,3.63092994689941,0.02473195393880217,0.0010085916519165029,-0.0010085916519165029
5,-1.65163876954466,-2.10736179351807,0.027527312825744332,-0.0005853782759772416,0.0005853782759772416
5,-1.81935424916446,2.3895583152771,0.030322570819407667,0.0006637661986880833,-0.0006637661986880833
5,-1.98636646382511,-3.66485023498535,0.0331061077304185,-0.0010180139541625971,0.0010180139541625971
5,-2.15422501787543,-2.72484302520752,0.03590375029792383,-0.0007569008403354223,0.0007569008403354223
5,-2.32127914205194,-1.1524738073349,0.038687985700865665,-0.0003201316131485833,0.0003201316131485833
5,-2.48854164965451,0.343582361936569,0.041475694160908495,9.543954498238027e-05,-9.543954498238027e-05
5,-2.65660881996155,-2.64316916465759,0.04427681366602584,-0.0007342136568493306,0.0007342136568493306
5,-2.82310834154487,-3.84121084213257,0.0470518056924145,-0.0010670030117034917,0.0010670030117034917
5,-2.99090752378106,-4.22065496444702,0.04984845872968433,-0.0011724041567908387,0.0011724041567908387
5,-3.15749645233154,-2.19151854515076,0.052624940872192334,-0.0006087551514307667,0.0006087551514307667
5,-3.32521204836667,-2.51359581947327,0.05542020080611117,-0.0006982210609647973,0.0006982210609647973
5,-3.49257001653314,-1.63802754878998,0.058209500275552335,-0.00045500765244166114,0.00045500765244166114
5,-3.66063113324344,0.979128539562225,0.06101051888739066,0.00027198014987839584,-0.00027198014987839584
5,-3.82693996652961,0.0184518285095692,0.0637823327754935,5.125507919324778e-06,-5.125507919324778e-06
5,-3.99260502308607,-0.780774295330048,0.0665434170514345,-0.00021688174870279113,0.00021688174870279113
5,-4.16051782667637,-2.06270480155945,0.0693419637779395,-0.0005729735559887361,0.0005729735559887361
5,-4.32765483856201,-0.450504004955292,0.07212758064270017,-0.00012514000137647,0.00012514000137647
5,-4.49551362544298,-0.438402652740479,0.07492522709071633,-0.00012177851465013306,0.00012177851465013306
5,-4.66172676533461,4.46735382080078,0.07769544608891016,0.0012409316168891056,-0.0012409316168891056
5,-4.83028311282396,-3.93661022186279,0.08050471854706599,-0.0010935028394063306,0.0010935028394063306
5,-4.99818893149495,-0.0590167492628098,0.08330314885824917,-1.6393541461891613e-05,1.6393541461891613e-05
5,-5.1634730771184,-4.2281346321106,0.08605788461864,-0.0011744818422529445,0.0011744818422529445
5,-5.33066364005208,-2.84730911254883,0.08884439400086801,-0.0007909191979302305,0.0007909191979302305
5,-5.49685955047607,-4.46728038787842,0.09161432584126783,-0.0012409112188551167,0.0012409112188551167
5,-5.66565431654453,-4.45293807983398,0.09442757194240883,-0.0012369272443983278,0.0012369272443983278
