CycleCount,AxialDisplacement_mm,AxialForce_N,strain,stress_MPa,stress_MPa_mag
5,0.0025391577764821,-3.46689772605896,-4.231929627470167e-05,-0.0009630271461274889,0.0009630271461274889
5,0.0074684621722553,-0.380593687295914,-0.00012447436953758834,-0.00010572046869330943,0.00010572046869330943
5,-0.146245962241665,-3.30375623703003,0.00243743270402775,-0.0009177100658416751,0.0009177100658416751
5,-0.313603872200474,-0.954524159431458,0.005226731203341233,-0.0002651455998420717,0.0002651455998420717
5,-0.479781621834263,2.19969964027405,0.007996360363904383,0.0006110276778539028,-0.0006110276778539028
5,-0.648778688628227,3.91788768768311,0.010812978143803782,0.0010883021354675306,-0.0010883021354675306
5,-0.815057777799666,1.01917243003845,0.013584296296661101,0.0002831034527884583,-0.0002831034527884583
5,-0.983560108579695,-0.0519969016313553,0.01639266847632825,-1.4443583786487583e-05,1.4443583786487583e-05
5,-1.15013122558594,-0.946596264839172,0.019168853759765667,-0.00026294340689977003,0.00026294340689977003
5,-1.3177574146539,1.47635293006897,0.021962623577565,0.0004100980361302694,-0.0004100980361302694
5,-1.485162996687,-3.07285499572754,0.02475271661145,-0.0008535708321465389,0.0008535708321465389
5,-1.65185332298279,-1.02742052078247,0.027530888716379834,-0.00028539458910624167,0.00028539458910624167
5,-1.82071921881288,0.740005612373352,0.030345320313548,0.00020555711454815334,-0.00020555711454815334
5,-1.98791618458927,-0.760707199573517,0.03313193640982117,-0.00021130755543708805,0.00021130755543708805
5,-2.15371837839484,-4.09364604949951,0.035895306306580665,-0.0011371239026387527,0.0011371239026387527
5,-2.3208677303046,-2.7249596118927,0.03868112883841,-0.0007569332255257501,0.0007569332255257501
5,-2.48860125429928,-1.9196013212204,0.041476687571654666,-0.0005332225892278889,0.0005332225892278889
5,-2.65657901763916,2.73088502883911,0.04427631696065267,0.0007585791746775306,-0.0007585791746775306
5,-2.82323965802789,0.940542697906494,0.047053994300464835,0.00026126186052958167,-0.00026126186052958167
5,-2.99126515164971,-4.05227184295654,0.04985441919416183,-0.0011256310674879278,0.0011256310674879278
5,-3.15693626180291,-4.26832675933838,0.052615604363381835,-0.001185646322038439,0.001185646322038439
5,-3.32535500638187,-4.1358494758606,0.05542258343969784,-0.0011488470766279446,0.0011488470766279446
5,-3.49277257919312,-8.17695426940918,0.05821287631988534,-0.002271376185946994,0.002271376185946994
5,-3.65995755419135,-7.93472290039063,0.06099929256985583,-0.0022040896945529527,0.0022040896945529527
5,-3.82729759439826,-13.3104562759399,0.063788293239971,-0.003697348965538861,0.003697348965538861
5,-3.99451842531562,-14.641655921936,0.06657530708859366,-0.004067126644982222,0.004067126644982222
5,-4.16138721629977,-19.7146873474121,0.06935645360499616,-0.005476302040947805,0.005476302040947805
5,-4.32843575254083,-26.8680038452148,0.0721405958756805,-0.007463334401448556,0.007463334401448556
5,-4.49498277157545,-35.0978202819824,0.0749163795262575,-0.009749394522772889,0.009749394522772889
5,-4.66399779543281,-36.5121765136719,0.07773329659054683,-0.010142271253797751,0.010142271253797751
5,-4.830670543015,-42.9321746826172,0.08051117571691666,-0.011925604078504778,0.011925604078504778
5,-4.99808229506016,-43.2795715332031,0.08330137158433601,-0.012022103203667527,0.012022103203667527
5,-5.16329985111952,-47.367618560791,0.08605499751865867,-0.013157671822441945,0.013157671822441945
5,-5.33064594492316,-53.7509498596191,0.08884409908205267,-0.01493081940544975,0.01493081940544975
5,-5.49839111045003,-59.0593223571777,0.09163985184083384,-0.016405367321438248,0.016405367321438248
5,-5.66498655825853,-64.7314376831055,0.09441644263764216,-0.01798095491197375,0.01798095491197375
5,-5.8331610634923,-66.7291870117188,0.09721935105820499,-0.018535885281033,0.018535885281033
5,-5.99962472915649,-69.9751968383789,0.09999374548594149,-0.019437554677327475,0.019437554677327475
5,-6.16720924153924,-71.759033203125,0.10278682069232066,-0.019933064778645832,0.019933064778645832
5,-6.33382797241211,-77.7153015136719,0.10556379954020184,-0.02158758375379775,0.02158758375379775
5,-6.50123972445726,-79.7333297729492,0.108353995407621,-0.022148147159152556,0.022148147159152556
5,-6.66952133178711,-87.5435638427734,0.1111586888631185,-0.02431765662299261,0.02431765662299261
5,-6.83493632823229,-91.3958892822266,0.11391560547053817,-0.025387747022840725,0.025387747022840725
5,-7.00320024043322,-94.4641189575195,0.11672000400722032,-0.02624003304375542,0.02624003304375542
5,-7.16854352504015,-94.0386428833008,0.11947572541733582,-0.026121845245361333,0.026121845245361333
5,-7.33664585277438,-97.9291610717773,0.122277430879573,-0.027202544742160363,0.027202544742160363
5,-7.50296097248793,-105.365821838379,0.1250493495414655,-0.02926828384399417,0.02926828384399417
5,-7.67008354887366,-107.216682434082,0.127834725814561,-0.029782411787245,0.029782411787245
5,-7.83778727054596,-113.615386962891,0.13062978784243268,-0.031559829711914164,0.031559829711914164
5,-8.00527911633253,-115.151885986328,0.13342131860554216,-0.031986634996202225,0.031986634996202225
5,-8.17186571657658,-116.911758422852,0.136197761942943,-0.03247548845079222,0.03247548845079222
5,-8.34011472761631,-114.639221191406,0.1390019121269385,-0.031844228108723886,0.031844228108723886
5,-8.50472692400217,-125.877174377441,0.1417454487333695,-0.03496588177151139,0.03496588177151139
5,-8.67278594523668,-122.048622131348,0.14454643242061133,-0.03390239503648555,0.03390239503648555
5,-8.8401110842824,-131.879272460938,0.14733518473804,-0.03663313123914945,0.03663313123914945
5,-9.0081300586462,-133.986480712891,0.15013550097743666,-0.03721846686469194,0.03721846686469194
5,-9.17394738644361,-135.316558837891,0.15289912310739348,-0.03758793301052528,0.03758793301052528
5,-9.34086088091135,-142.217971801758,0.15568101468185583,-0.039504992167155,0.039504992167155
